"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.13100410989478e-67,2.42312812247239,0.424,0.072,1.53307607096237e-63,"1","CRP"
1.51647613185613e-59,2.40048053978623,0.413,0.081,2.05558339673099e-55,"1","DCXR"
9.37299971149482e-150,2.39717773628725,0.904,0.208,1.27051011089312e-145,"1","SAA2"
1.14625063788448e-82,2.39653547166829,0.501,0.082,1.55374273965241e-78,"1","A1BG"
8.27346060094599e-43,2.384212490988,0.284,0.05,1.12146758445823e-38,"1","LCN2"
4.35527413184766e-151,2.38224406805692,0.937,0.265,5.90357408571951e-147,"1","SERPINA3"
1.87026542817516e-80,2.38033799593487,0.521,0.095,2.53514478789142e-76,"1","GC"
7.09192566109483e-52,2.3670484257968,0.336,0.057,9.61310523361404e-48,"1","PLG"
1.34765040276021e-149,2.33171535268452,0.912,0.205,1.82674012094147e-145,"1","FGG"
5.13222779034616e-134,2.32623596916226,0.826,0.172,6.95673476981422e-130,"1","RBP4"
7.94619824947775e-119,2.32605771782259,0.733,0.141,1.07710717271671e-114,"1","TTR"
1.0361815422079e-129,2.32297250655221,0.824,0.178,1.40454408046281e-125,"1","APOC3"
1.78683213582758e-78,2.32196851160771,0.515,0.095,2.42205096011429e-74,"1","HPX"
4.01037350346412e-57,2.31992005988704,0.388,0.072,5.43606128394562e-53,"1","CP"
7.60584188769539e-141,2.31518535794201,0.86,0.179,1.03097186787711e-136,"1","CES1"
3.05949243388398e-58,2.3025379816588,0.388,0.07,4.14714199412973e-54,"1","ITIH3"
2.42583335067351e-59,2.29772096536103,0.38,0.064,3.28821710683795e-55,"1","ITIH1"
2.99582950773507e-153,2.29512445313037,0.967,0.244,4.06084689773489e-149,"1","APOA1"
3.50722584620283e-63,2.28770717673301,0.427,0.08,4.75404463452793e-59,"1","ADH1B"
2.71138853926762e-159,2.26862882849218,0.994,0.285,3.67528716497726e-155,"1","APOA2"
5.11415339071192e-145,2.26617065226178,0.942,0.241,6.93223492111e-141,"1","SAA1"
2.48743654007853e-153,2.25929106300623,1,0.398,3.37172023007645e-149,"1","SERPINA1"
2.77650370787754e-99,2.25589278583262,0.702,0.168,3.76355077602801e-95,"1","CFB"
